variant	month	n_days	n_buy_fills	n_sell_fills	mean_r	mae_med	win_rate	turnover	deployed	gross	net	cost	turnover_x	cost_share
trail_from1100	202510	221	223	223	-0.0935	-0.7345	0.2715	471736774.0000	467705127.2473	-1544329.0000	-2626003.2728	1081674.2728	1.0086	0.7004
trail_from1100	202511	370	387	387	-0.0620	-0.6823	0.3351	812553608.0000	776787108.5912	-978468.0000	-2845237.5922	1866769.5922	1.0460	1.9078
trail_from1100	202512	398	402	402	-0.0648	-0.5435	0.2889	840841650.0000	832846958.3075	-1261470.0000	-3192693.6345	1931223.6345	1.0096	1.5309
trail_from1100	202601	321	335	335	-0.0101	-0.4728	0.3956	700248500.0000	671561469.1125	1186885.0000	-426238.3527	1613123.3527	1.0427	1.3591
trail_from1100	202602	238	247	247	-0.0739	-0.7118	0.3319	511865350.0000	493433453.9175	-998610.0000	-2173753.2935	1175143.2935	1.0374	1.1768
trail_from1100	202603	314	339	339	-0.1431	-1.3612	0.2994	700604624.0000	650287227.4548	-3978189.0000	-5581026.5288	1602837.5288	1.0774	0.4029
trail_from1100	202604	188	192	192	-0.0376	-0.5470	0.3564	399006134.0000	391184202.8301	44466.0000	-873343.7101	917809.7101	1.0200	20.6407
trail_from1100	202605	262	274	274	-0.0322	-0.6059	0.4466	564709057.0000	539522493.2365	301733.0000	-997746.5571	1299479.5571	1.0467	4.3067
trail_from1100	202606	177	196	196	-0.0943	-1.1905	0.3785	401810750.0000	363349344.2275	-1138940.0000	-2060656.0040	921716.0040	1.1059	0.8093
trail_from1100	202607	82	85	85	-0.1355	-1.2097	0.3171	177649365.0000	171482883.5748	-970540.0000	-1377046.8785	406506.8785	1.0360	0.4188
trail_from1100	202608	126	132	132	-0.0016	-0.4653	0.5159	271059730.0000	258455392.4945	637020.0000	12213.0280	624806.9720	1.0488	0.9808
trail_from1100	202609	242	249	249	-0.0595	-0.5813	0.3471	519830250.0000	505136589.1245	-593320.0000	-1787653.9370	1194333.9370	1.0291	2.0130
trail_from1300	202509	133	133	133	-0.0414	-0.3600	0.3684	277903585.0000	277945270.5378	-39485.0000	-678578.3528	639093.3528	0.9999	16.1857
trail_from1300	202510	216	216	216	-0.0678	-0.5424	0.2917	457050490.0000	457119047.5735	-820155.0000	-1869607.7938	1049452.7938	0.9999	1.2796
trail_from1300	202511	363	367	367	-0.0626	-0.6257	0.3113	768948282.0000	760709371.2923	-1082742.0000	-2848995.1533	1766253.1533	1.0108	1.6313
trail_from1300	202512	393	398	398	-0.0470	-0.3571	0.2621	833221170.0000	823204782.1980	-401770.0000	-2317314.8855	1915544.8855	1.0122	4.7678
trail_from1300	202601	313	316	316	-0.0423	-0.3958	0.3610	660577375.0000	654413122.2463	-178100.0000	-1697045.0475	1518945.0475	1.0094	8.5286
trail_from1300	202602	232	237	237	-0.0349	-0.6260	0.4138	491440568.0000	480872888.1152	114157.0000	-1016401.7439	1130558.7439	1.0220	9.9035
trail_from1300	202603	295	321	321	-0.0671	-0.8151	0.4034	663477095.0000	611283133.7183	-898580.0000	-2422645.3715	1524065.3715	1.0854	1.6961
trail_from1300	202604	184	189	189	-0.0149	-0.3706	0.4402	392403350.0000	381956134.8275	569335.0000	-334416.7752	903751.7752	1.0274	1.5874
trail_from1300	202605	253	258	258	-0.0488	-0.8097	0.3281	531893315.0000	521278735.0832	-316615.0000	-1539288.9022	1222673.9022	1.0204	3.8617
trail_from1300	202606	176	187	187	-0.0587	-0.9327	0.4432	382124750.0000	360443838.4670	-329970.0000	-1208147.4895	878177.4895	1.0602	2.6614
trail_from1300	202607	80	87	87	-0.0423	-0.9118	0.3500	180619485.0000	166738992.0978	4550.0000	-410884.5980	415434.5980	1.0832	91.3043
trail_from1300	202608	124	124	124	-0.0306	-0.4430	0.3871	254457820.0000	254495988.6730	145060.0000	-440504.8650	585564.8650	0.9999	4.0367
trail_from1300	202609	236	238	238	-0.0953	-0.7152	0.2500	495795530.0000	492524757.6335	-1693970.0000	-2830657.6835	1136687.6835	1.0066	0.6710
